Name,Glyph,Character,Category,Description
szlig,ß,U+000DF,Latin Letters,Latin small letter sharp s
Tab,␉,U+00009,Punctuation,Character tabulation
target,⌖,U+02316,Technical Symbols,Position indicator
Tau,Τ,U+003A4,Greek Letters,Greek capital letter tau
tau,τ,U+003C4,Greek Letters,Greek small letter tau
tbrk,⎴,U+023B4,Technical Symbols,Top square bracket
Tcaron,Ť,U+00164,Latin Letters,Latin capital letter T with caron
tcaron,ť,U+00165,Latin Letters,Latin small letter t with caron
Tcedil,Ţ,U+00162,Latin Letters,Latin capital letter T with cedilla
tcedil,ţ,U+00163,Latin Letters,Latin small letter t with cedilla
Tcy,Т,U+00422,Latin Letters,Cyrillic capital letter Te
tcy,т,U+00442,Latin Letters,Cyrillic small letter te
tdot,◌⃛,U+020DB,Punctuation,Combining three dots
telrec,⌕,U+02315,Technical Symbols,Telephone recorder
Tfr,𝔗,U+1D517,Latin Letters,Mathematical Fraktur capital T
tfr,𝔱,U+1D531,Latin Letters,Mathematical Fraktur small t
there4,∴,U+02234,Mathematical Symbols,Therefore
Therefore,∴,U+02234,Mathematical Symbols,Therefore
therefore,∴,U+02234,Mathematical Symbols,Therefore
Theta,Θ,U+00398,Greek Letters,Greek capital letter theta
theta,θ,U+003B8,Greek Letters,Greek small letter theta
thetasym,ϑ,U+003D1,Greek Letters,Greek theta symbol
thetav,ϑ,U+003D1,Greek Letters,Greek theta symbol
thickapprox,≈,U+02248,Mathematical Symbols,Approximately equal
thicksim,∼,U+0223C,Mathematical Symbols,Similar to
ThickSpace,  ,U+0205F U+0200A,Punctuation,Thick space
thinsp, ,U+02009,Punctuation,Thin space
ThinSpace, ,U+02009,Punctuation,Thin space
thkap,≈,U+02248,Mathematical Symbols,Approximately equal
thksim,∼,U+0223C,Mathematical Symbols,Similar to
THORN,Þ,U+000DE,Latin Letters,Latin capital letter thorn
thorn,þ,U+000FE,Latin Letters,Latin small letter thorn
Tilde,∼,U+0223C,Mathematical Symbols,Tilde
tilde,˜,U+002DC,Punctuation,Small tilde
TildeEqual,≃,U+02243,Mathematical Symbols,Tilde equal
TildeFullEqual,≅,U+02245,Mathematical Symbols,Tilde fully equal
TildeTilde,≈,U+02248,Mathematical Symbols,Approximately equal
times,×,U+000D7,Mathematical Symbols,Multiplication sign
timesb,⊠,U+022A0,Mathematical Symbols,Squared times
timesbar,⨱,U+02A31,Mathematical Symbols,Multiplication sign with bar
timesd,⨰,U+02A30,Mathematical Symbols,Multiplication sign with dot
tint,∭,U+0222D,Mathematical Symbols,Triple integral
toea,⤨,U+02928,Arrows,Top right arrow with hook
top,⊤,U+022A4,Mathematical Symbols,Down tack
topbot,⌶,U+02336,Technical Symbols,Top and bottom
topcir,⫱,U+02AF1,Mathematical Symbols,Top circle
Topf,𝕋,U+1D54B,Latin Letters,Mathematical double-struck capital T
topf,𝕥,U+1D565,Latin Letters,Mathematical double-struck small t
topfork,⫚,U+02ADA,Mathematical Symbols,Top fork
tosa,⤩,U+02929,Arrows,Top left arrow with hook
tprime,‴,U+02034,Punctuation,Triple prime
TRADE,™,U+02122,Technical Symbols,Trade mark
trade,™,U+02122,Technical Symbols,Trade mark
triangle,▵,U+025B5,Geometric Shapes,White up-pointing triangle
triangledown,▿,U+025BF,Geometric Shapes,White down-pointing triangle
triangleleft,◃,U+025C3,Geometric Shapes,White left-pointing triangle
trianglelefteq,⊴,U+022B4,Mathematical Symbols,Triangle left equal
triangleq,≜,U+0225C,Mathematical Symbols,Triangle equal
triangleright,▹,U+025B9,Geometric Shapes,White right-pointing triangle
trianglerighteq,⊵,U+022B5,Mathematical Symbols,Triangle right equal
tridot,◬,U+025EC,Geometric Shapes,Triangular dot
trie,≜,U+0225C,Mathematical Symbols,Triangle equal
triminus,⨺,U+02A3A,Mathematical Symbols,Minus sign in triangle
TripleDot,◌⃛,U+020DB,Punctuation,Combining three dots
triplus,⨹,U+02A39,Mathematical Symbols,Plus sign in triangle
trisb,⧍,U+029CD,Mathematical Symbols,Triangle with serifs
tritime,⨻,U+02A3B,Mathematical Symbols,Multiplication sign in triangle
trpezium,⏢,U+023E2,Technical Symbols,Trapezium
Tscr,𝒯,U+1D4AF,Latin Letters,Mathematical script capital T
tscr,𝓉,U+1D4C9,Latin Letters,Mathematical script small t
TScy,Ц,U+00426,Latin Letters,Cyrillic capital letter Tse
tscy,ц,U+00446,Latin Letters,Cyrillic small letter tse
TSHcy,Ћ,U+0040B,Latin Letters,Cyrillic capital letter Tshe
tshcy,ћ,U+0045B,Latin Letters,Cyrillic small letter tshe
Tstrok,Ŧ,U+00166,Latin Letters,Latin capital letter T with stroke
tstrok,ŧ,U+00167,Latin Letters,Latin small letter t with stroke
twixt,≬,U+0226C,Mathematical Symbols,Between
twoheadleftarrow,↞,U+0219E,Arrows,Leftwards two-headed arrow
twoheadrightarrow,↠,U+021A0,Arrows,Rightwards two-headed arrow
Uacute,Ú,U+000DA,Latin Letters,Latin capital letter U with acute
uacute,ú,U+000FA,Latin Letters,Latin small letter u with acute
Uarr,↟,U+0219F,Arrows,Upwards two-headed arrow
uArr,⇑,U+021D1,Arrows,Upwards double arrow
uarr,↑,U+02191,Arrows,Upwards arrow
Uarrocir,⥉,U+02949,Arrows,Upwards arrow with circle
Ubrcy,Ў,U+0040E,Latin Letters,Cyrillic capital letter short U
ubrcy,ў,U+0045E,Latin Letters,Cyrillic small letter short u
Ubreve,Ŭ,U+0016C,Latin Letters,Latin capital letter U with breve
ubreve,ŭ,U+0016D,Latin Letters,Latin small letter u with breve
Ucirc,Û,U+000DB,Latin Letters,Latin capital letter U with circumflex
ucirc,û,U+000FB,Latin Letters,Latin small letter u with circumflex
Ucy,У,U+00423,Latin Letters,Cyrillic capital letter U
ucy,у,U+00443,Latin Letters,Cyrillic small letter u
udarr,⇅,U+021C5,Arrows,Up down arrow
Udblac,Ű,U+00170,Latin Letters,Latin capital letter U with double acute
udblac,ű,U+00171,Latin Letters,Latin small letter u with double acute
udhar,⥮,U+0296E,Arrows,Up down harpoon
ufisht,⥾,U+0297E,Arrows,Up fishhook arrow
Ufr,𝔘,U+1D518,Latin Letters,Fraktur capital U
ufr,𝔲,U+1D532,Latin Letters,Fraktur small u
Ugrave,Ù,U+000D9,Latin Letters,Latin capital letter U with grave
ugrave,ù,U+000F9,Latin Letters,Latin small letter u with grave
uHar,⥣,U+02963,Arrows,Up harpoon
uharl,↿,U+021BF,Arrows,Up harpoon left
uharr,↾,U+021BE,Arrows,Up harpoon right
uhblk,▀,U+02580,Geometric Shapes,Upper half block
ulcorn,⌜,U+0231C,Technical Symbols,Upper left corner
ulcorner,⌜,U+0231C,Technical Symbols,Upper left corner
ulcrop,⌏,U+0230F,Technical Symbols,Upper left crop
ultri,◸,U+025F8,Geometric Shapes,Upper left triangle
Umacr,Ū,U+0016A,Latin Letters,Latin capital letter U with macron
umacr,ū,U+0016B,Latin Letters,Latin small letter u with macron
uml,¨,U+000A8,Punctuation,Umlaut
UnderBar,_,U+0005F,Punctuation,Underscore
UnderBrace,⏟,U+023DF,Technical Symbols,Under brace
UnderBracket,⎵,U+023B5,Technical Symbols,Under bracket
UnderParenthesis,⏝,U+023DD,Technical Symbols,Under parenthesis
Union,⋃,U+022C3,Mathematical Symbols,Union
UnionPlus,⊎,U+0228E,Mathematical Symbols,Union plus
Uogon,Ų,U+00172,Latin Letters,Latin capital letter U with ogonek
uogon,ų,U+00173,Latin Letters,Latin small letter u with ogonek
Uopf,𝕌,U+1D54C,Latin Letters,Double-struck capital U
uopf,𝕦,U+1D566,Latin Letters,Double-struck small u
UpArrow,↑,U+02191,Arrows,Up arrow
Uparrow,⇑,U+021D1,Arrows,Up double arrow
uparrow,↑,U+02191,Arrows,Up arrow
UpArrowBar,⤒,U+02912,Arrows,Up arrow bar
UpArrowDownArrow,⇅,U+021C5,Arrows,Up down arrow
UpDownArrow,↕,U+02195,Arrows,Up down arrow
Updownarrow,⇕,U+021D5,Arrows,Up down double arrow
updownarrow,↕,U+02195,Arrows,Up down arrow
UpEquilibrium,⥮,U+0296E,Arrows,Up equilibrium
upharpoonleft,↿,U+021BF,Arrows,Up harpoon left
upharpoonright,↾,U+021BE,Arrows,Up harpoon right
uplus,⊎,U+0228E,Mathematical Symbols,Union plus
UpperLeftArrow,↖,U+02196,Arrows,Upper left arrow
UpperRightArrow,↗,U+02197,Arrows,Upper right arrow
Upsi,ϒ,U+003D2,Greek Letters,Greek capital letter upsilon
upsi,υ,U+003C5,Greek Letters,Greek small letter upsilon
upsih,ϒ,U+003D2,Greek Letters,Greek upsilon symbol
Upsilon,Υ,U+003A5,Greek Letters,Greek capital letter upsilon
upsilon,υ,U+003C5,Greek Letters,Greek small letter upsilon
UpTee,⊥,U+022A5,Mathematical Symbols,Up tee
UpTeeArrow,⊥,U+021A5,Arrows,Up tee arrow
upuparrows,↥,U+021C8,Arrows,Up up arrows
Uscr,𝒰,U+1D4B0,Latin Letters,Script capital U
uscr,𝓊,U+1D4CA,Latin Letters,Script small u
utdot,⋰,U+022F0,Mathematical Symbols,Up triple dot
Utilde,Ũ,U+00168,Latin Letters,Latin capital letter U with tilde
utilde,ũ,U+00169,Latin Letters,Latin small letter u with tilde
Uuml,Ü,U+000DC,Latin Letters,Latin capital letter U with diaeresis
uuml,ü,U+000FC,Latin Letters,Latin small letter u with diaeresis
Vbar,⊫,U+02AEB,Mathematical Symbols,Double vertical bar
vBar,⊩,U+02AE8,Mathematical Symbols,Vertical bar
vBarv,⫨,U+02AE9,Mathematical Symbols,Vertical bar with bar
Vcy,⊻,U+00412,Latin Letters,Cyrillic capital letter Ve
vcy,в,U+00432,Latin Letters,Cyrillic small letter ve
veebar,⊻,U+022BB,Mathematical Symbols,Logical or with bar
vee,∨,U+02228,Mathematical Symbols,Logical or
veeeq,⩚,U+02A5B,Mathematical Symbols,Logical or with equals
vellip,⋁,U+022EE,Mathematical Symbols,Vertical ellipsis
Verbar,℣,U+02016,Punctuation,Double vertical line
verbar,|,U+0007C,Punctuation,Vertical line
Vert,‖,U+02016,Punctuation,Double vertical line
vert,|,U+0007C,Punctuation,Vertical line
VerticalBar,∣,U+02223,Mathematical Symbols,Vertical bar
VerticalLine,|,U+0007C,Punctuation,Vertical line
VerticalSeparator,❘,U+02758,Technical Symbols,Vertical separator
VerticalTilde,≀,U+02240,Mathematical Symbols,Vertical tilde
VeryThinSpace, ,U+0200A,Punctuation,Very thin space
Vfr,𝔙,U+1D519,Latin Letters,Fraktur capital V
vfr,𝔳,U+1D533,Latin Letters,Fraktur small v
vltri,⊲,U+022B2,Mathematical Symbols,Left triangle
vnsub,⊂⃒,U+02282 U+020D2,Mathematical Symbols,Not subset
vnsup,⊃⃒,U+02283 U+020D2,Mathematical Symbols,Not superset
Vopf,𝕍,U+1D54D,Latin Letters,Double-struck capital V
vopf,𝕧,U+1D567,Latin Letters,Double-struck small v
vprop,∝,U+0221D,Mathematical Symbols,Proportional to
vrtri,⊳,U+022B3,Mathematical Symbols,Right triangle
Vscr,𝒱,U+1D4B1,Latin Letters,Script capital V
vscr,𝓋,U+1D4CB,Latin Letters,Script small v
vsubnE,⫋︀,U+02ACB U+0FE00,Mathematical Symbols,Not subset equal
vsubne,⊊︀,U+0228A U+0FE00,Mathematical Symbols,Not subset
vsupnE,⫌︀,U+02ACC U+0FE00,Mathematical Symbols,Not superset equal
vsupne,⊋︀,U+0228B U+0FE00,Mathematical Symbols,Not superset
Vvdash,⊪,U+022AA,Mathematical Symbols,Triple vertical bar
vzigzag,⦚,U+0299A,Technical Symbols,Zigzag
Wcirc,Ŵ,U+00174,Latin Letters,Latin capital letter W with circumflex
wcirc,ŵ,U+00175,Latin Letters,Latin small letter w with circumflex
wedbar,⩟,U+02A5F,Mathematical Symbols,Logical and with bar
Wedge,⋀,U+022C0,Mathematical Symbols,Logical and
wedge,∧,U+02227,Mathematical Symbols,Logical and
wedgeq,≙,U+02259,Mathematical Symbols,Logical and with equals
weierp,℘,U+02118,Mathematical Symbols,Weierstrass p
Wfr,𝔚,U+1D51A,Latin Letters,Fraktur capital W
wfr,𝔴,U+1D534,Latin Letters,Fraktur small w
Wopf,𝕎,U+1D54E,Latin Letters,Double-struck capital W
wopf,𝕨,U+1D568,Latin Letters,Double-struck small w
wp,℘,U+02118,Mathematical Symbols,Weierstrass p
wr,≀,U+02240,Mathematical Symbols,Wreath product
wreath,≀,U+02240,Mathematical Symbols,Wreath product
Wscr,𝒲,U+1D4B2,Latin Letters,Script capital W
wscr,𝓌,U+1D4CC,Latin Letters,Script small w
xcap,⋂,U+022C2,Mathematical Symbols,Intersection
xcirc,◯,U+025EF,Geometric Shapes,Large circle
xcup,⋃,U+022C3,Mathematical Symbols,Union
xdtri,▽,U+025BD,Geometric Shapes,Down triangle
Xfr,𝔛,U+1D51B,Latin Letters,Fraktur capital X
xfr,𝔵,U+1D535,Latin Letters,Fraktur small x
xhArr,⟺,U+027FA,Arrows,Left right double arrow
xharr,⟷,U+027F7,Arrows,Left right arrow
Xi,Ξ,U+0039E,Greek Letters,Greek capital letter xi
xi,ξ,U+003BE,Greek Letters,Greek small letter xi
xlArr,⟸,U+027F8,Arrows,Left double arrow
xlarr,⟵,U+027F5,Arrows,Left arrow
xmap,⟼,U+027FC,Arrows,Map
xnis,⋻,U+022FB,Mathematical Symbols,Not in set
xodot,⨀,U+02A00,Mathematical Symbols,Circle dot
Xopf,𝕏,U+1D54F,Latin Letters,Double-struck capital X
xopf,𝕩,U+1D569,Latin Letters,Double-struck small x
xoplus,⨁,U+02A01,Mathematical Symbols,Circle plus
xotime,⨂,U+02A02,Mathematical Symbols,Circle times
xrArr,⟹,U+027F9,Arrows,Right double arrow
xrarr,⟶,U+027F6,Arrows,Right arrow
Xscr,𝒳,U+1D4B3,Latin Letters,Script capital X
xscr,𝓍,U+1D4CD,Latin Letters,Script small x
xsqcup,⨆,U+02A06,Mathematical Symbols,Square union
xuplus,⨄,U+02A04,Mathematical Symbols,Union plus
xutri,△,U+025B3,Geometric Shapes,Up triangle
xvee,⋁,U+022C1,Mathematical Symbols,Union
xwedge,⋀,U+022C0,Mathematical Symbols,Intersection
Yacute,Ý,U+000DD,Latin Letters,Latin capital letter Y with acute
yacute,ý,U+000FD,Latin Letters,Latin small letter y with acute
YAcy,Я,U+0042F,Latin Letters,Cyrillic capital letter Ya
yacy,я,U+0044F,Latin Letters,Cyrillic small letter ya
Ycirc,Ŷ,U+00176,Latin Letters,Latin capital letter Y with circumflex
ycirc,ŷ,U+00177,Latin Letters,Latin small letter y with circumflex
Ycy,Ы,U+0042B,Latin Letters,Cyrillic capital letter Y
ycy,ы,U+0044B,Latin Letters,Cyrillic small letter y
yen,¥,U+000A5,Currency,Yen sign
Yfr,𝔜,U+1D51C,Latin Letters,Fraktur capital Y
yfr,𝔶,U+1D536,Latin Letters,Fraktur small y
YIcy,Ї,U+00407,Latin Letters,Cyrillic capital letter Yi
yicy,ї,U+00457,Latin Letters,Cyrillic small letter yi
Yopf,𝕐,U+1D550,Latin Letters,Double-struck capital Y
yopf,𝕪,U+1D56A,Latin Letters,Double-struck small y
Yscr,𝒴,U+1D4B4,Latin Letters,Script capital Y
yscr,𝓎,U+1D4CE,Latin Letters,Script small y
YUcy,Ю,U+0042E,Latin Letters,Cyrillic capital letter Yu
yucy,ю,U+0044E,Latin Letters,Cyrillic small letter yu
Yuml,Ÿ,U+00178,Latin Letters,Latin capital letter Y with diaeresis
yuml,ÿ,U+000FF,Latin Letters,Latin small letter y with diaeresis
Zacute,Ź,U+00179,Latin Letters,Latin capital letter Z with acute
zacute,ź,U+0017A,Latin Letters,Latin small letter z with acute
Zcaron,Ž,U+0017D,Latin Letters,Latin capital letter Z with caron
zcaron,ž,U+0017E,Latin Letters,Latin small letter z with caron
Zcy,З,U+00417,Latin Letters,Cyrillic capital letter Ze
zcy,з,U+00437,Latin Letters,Cyrillic small letter ze
Zdot,Ż,U+0017B,Latin Letters,Latin capital letter Z with dot
zdot,ż,U+0017C,Latin Letters,Latin small letter z with dot
zeetrf,ℨ,U+02128,Latin Letters,Blackletter capital Z
ZeroWidthSpace,​,U+0200B,Punctuation,Zero width space
Zeta,Ζ,U+00396,Greek Letters,Greek capital letter zeta
zeta,ζ,U+003B6,Greek Letters,Greek small letter zeta
Zfr,ℨ,U+02128,Latin Letters,Blackletter capital Z
zfr,𝔷,U+1D537,Latin Letters,Blackletter small z
ZHcy,Ж,U+00416,Latin Letters,Cyrillic capital letter Zhe
zhcy,ж,U+00436,Latin Letters,Cyrillic small letter zhe
zigrarr,⇝,U+021DD,Arrows,Zigzag arrow
Zopf,ℤ,U+02124,Latin Letters,Double-struck capital Z
zopf,𝕫,U+1D56B,Latin Letters,Double-struck small z
Zscr,𝒵,U+1D4B5,Latin Letters,Script capital Z
zscr,𝓏,U+1D4CF,Latin Letters,Script small z
